grievance_text,severity
DISCONNECTING AGAIN AND AGAIN NOT RESOLVED YET!!!,4
disconnecting again and again again kya ho raha hai,4
wifi down kya masla hai,1
no connection again since long time yaar,2
"please check, wifi not working again",1
"UNSTABLE CONNECTION, WHAT IS THIS?!!! yaar",4
"please check, still data loss problem bhai",4
"please check, facing packet loss happening",4
"please check, facing disconnecting again and again bhai",4
internet gone yaar,1
"please check, no connection again bhai",1
"please check, net gone, what is this? bhai",4
having no connection continuously since long time yaar,2
having dns not resolving continuously bhai,4
intrnet not functioning from last night since long time yaar,4
"please check, still internet not functioning bhai",4
net slow pls fix,5
"please check, buffering issue again bhai",5
internet very slow not resolved yet since long time,5
internet not working again,1
"please check, internet very slow pls fix",5
disconnecting again and again kya ho raha hai,4
FACING NO CONNECTION!!!,2
connection NOT WORKING NOT RESOLVED YET!!! yaar,2
DISCONNECTING AGAIN AND AGAIN FROM LAST NIGHT!!! kya ho raha hai,4
"please check, no connection again yaar",1
NO CONNECTION SINCE MORNING!!! yaar,3
"router not working, what is this? since long time bhai",2
wifi down from last night since long time kya ho raha hai,2
disconnecting again and again again kya masla hai,4
facing connection gone since long time bhai,4
internet not functioning since morning kya ho raha hai,4
router problem again bhai,4
speed is low since morning yaar,4
having speed is low continuously,4
still dns not resolving since long time kya ho raha hai,4
internet gone since morning,2
"please check, facing delay in response",4
"please check, having connection very slow continuously yaar",5
net gone from last night since long time yaar,4
unstable connection yaar,4
CANNOT ACCESS SITES AGAIN!!! yaar,4
still no connection yaar,1
dns not resolving not resolved yet,4
facing router problem bhai,4
FACING WIFI DOWN!!! yaar,2
keeps dropping since morning bhai,4
internet gone since morning yaar,2
"please check, internet very too slow pls fix",5
STILL wifi NOT WORKING!!! bhai,2
"please check, router not running again",4
"wifi down, what is this? yaar",1
"please check, keeps dropping pls fix kya ho raha hai",4
ROUTER PROBLEM PLS FIX!!!,4
internet not working from last night,1
internet not functioning since morning bhai,4
"net very slow, what is this?",5
having router not running continuously since long time bhai,4
wifi gone again since long time yaar,4
still internet not functioning bhai,4
facing ping too high,4
connection gone since morning since long time,4
FACING NO CONNECTION!!! kya ho raha hai,2
cannot access sites not resolved yet since long time kya ho raha hai,4
no connection since morning since long time kya masla hai,2
connection gone not resolved yet since long time,4
wifi down from last night kya ho raha hai,1
intrnet gone bhai,4
"please check, facing internet gone yaar",1
facing no connection yaar,1
facing delay in response,4
"please check, no connection from last night",1
"please check, buffering trouble kya ho raha hai",5
wifi down from last night since long time bhai,2
internet not functioning since morning since long time,4
"DATA LOSS ISSUE, WHAT IS THIS?!!!",4
INTERNET NOT WORKING NOT RESOLVED YET!!!,2
connection not working not resolved yet since long time kya masla hai,2
FACING PACKET LOSS HAPPENING!!! yaar,4
"please check, having wifi gone continuously bhai",4
"please check, facing internet very too slow yaar",5
"please check, facing wifi down",1
internet not working again bhai,1
no connection from last night since long time kya ho raha hai,2
KEEPS DROPPING SINCE MORNING!!! yaar,4
"please check, internet gone again",1
KEEPS DROPPING FROM LAST NIGHT!!! bhai,4
NO CONNECTION SINCE MORNING!!! kya ho raha hai,3
having cannot access sites continuously since long time,4
having cannot access sites continuously kya ho raha hai,4
connection not working pls fix since long time,2
"please check, still packet loss happening bhai",4
having keeps dropping continuously since long time bhai,4
lag trouble pls fix yaar,5
still connection very slow kya masla hai,5
having wifi down continuously since long time kya ho raha hai,2
"please check, having wifi gone continuously",4
"please check, wifi down again",1
wifi not working not resolved yet since long time bhai,2
ping too high since morning,4
buffering trouble pls fix since long time bhai,5
"please check, still no connection",1
"please check, facing buffering issue kya ho raha hai",5
"cannot access sites, what is this?",4
facing intrnet very very slow kya masla hai,5
net not working since long time,2
"please check, keeps dropping from last night bhai",4
having unstable connection continuously kya ho raha hai,4
no connection since long time yaar,2
having speed is low continuously since long time bhai,4
"please check, net gone since morning",4
facing router not running since long time,4
having router problem continuously since long time,4
"no connection, what is this? since long time bhai",2
net gone pls fix kya ho raha hai,4
"please check, buffering problem since morning kya ho raha hai",5
BUFFERING trouble PLS FIX!!! bhai,5
"please check, wifi down since morning kya ho raha hai",2
wifi down pls fix since long time yaar,2
still data loss problem bhai,4
"please check, wifi down since morning",2
PING TOO HIGH!!! bhai,4
INTERNET NOT running FROM LAST NIGHT!!! bhai,4
internet gone since long time,2
packet loss happening yaar,4
"please check, ping too high since morning kya ho raha hai",4
KEEPS DROPPING NOT RESOLVED YET!!! bhai,4
FACING WIFI DOWN!!! kya ho raha hai,2
NET lagging NOT RESOLVED YET!!!,5
"please check, ping too high again yaar",4
STILL wifi VERY SLOW!!! kya masla hai,5
internet not working pls fix since long time bhai,2
"internet not working, what is this? bhai",1
UNSTABLE CONNECTION NOT RESOLVED YET!!!,4
facing net gone bhai,4
"cannot access sites, what is this? since long time bhai",4
no connection not resolved yet,1
internet not working since morning yaar,2
cannot access sites bhai,4
"please check, ping too high from last night",4
INTERNET GONE AGAIN!!!,2
still wifi down since long time yaar,2
facing wifi down,1
lag trouble again since long time bhai,5
unstable connection not resolved yet yaar,4
DISCONNECTING AGAIN AND AGAIN AGAIN!!! bhai,4
"connection NOT WORKING, WHAT IS THIS?!!!",2
having connection not working continuously since long time yaar,2
DELAY IN RESPONSE SINCE MORNING!!! bhai,4
"INTERNET VERY SLOW, WHAT IS THIS?!!! yaar",5
DATA LOSS problem SINCE MORNING!!! kya ho raha hai,4
PING TOO HIGH FROM LAST NIGHT!!! yaar,4
internet gone since morning since long time bhai,2
ROUTER NOT WORKING PLS FIX!!! kya ho raha hai,2
BUFFERING ISSUE!!!,5
no connection since morning,2
dns not resolving again yaar,4
cannot access sites pls fix since long time kya ho raha hai,4
FACING NO CONNECTION!!!,2
data loss issue pls fix,4
DISCONNECTING AGAIN AND AGAIN AGAIN!!! kya ho raha hai,4
"please check, net not working since morning kya masla hai",2
"please check, disconnecting again and again from last night bhai",4
wifi down pls fix,1
"keeps dropping, what is this? since long time bhai",4
facing no connection since long time kya ho raha hai,2
no connection from last night bhai,1
HAVING NET SLOW CONTINUOUSLY!!! bhai,5
wifi GONE NOT RESOLVED YET!!! kya ho raha hai,4
internet not running from last night,4
"packet loss happening, what is this? since long time yaar",4
"NO CONNECTION, WHAT IS THIS?!!! yaar",2
wifi down not resolved yet kya masla hai,1
"please check, still net not working kya masla hai",1
"please check, router problem since morning",4
"please check, ping too high not resolved yet",4
disconnecting again and again not resolved yet since long time,4
"please check, keeps dropping since morning kya ho raha hai",4
"please check, facing wifi down",1
no connection not resolved yet,1
"please check, having router not functioning continuously kya masla hai",4
"please check, wifi down, what is this? kya ho raha hai",1
internet very very slow from last night,5
WIFI DOWN SINCE MORNING!!!,3
still no connection bhai,1
"please check, wifi down not resolved yet",1
net too slow since morning,5
WIFI DOWN FROM LAST NIGHT!!! yaar,2
DELAY IN RESPONSE NOT RESOLVED YET!!!,4
INTERNET GONE FROM LAST NIGHT!!!,2
net NOT WORKING!!! bhai,2
HAVING connection NOT WORKING CONTINUOUSLY!!! bhai,2
"ping too high, what is this?",4
packet loss happening not resolved yet since long time bhai,4
"wifi not working, what is this?",1
facing net very slow since long time yaar,5
BUFFERING ISSUE FROM LAST NIGHT!!! yaar,5
"please check, net gone pls fix bhai",4
wifi not working,1
having unstable connection continuously bhai,4
"please check, data loss issue pls fix kya masla hai",4
DELAY IN RESPONSE SINCE MORNING!!! bhai,4
having keeps dropping continuously since long time bhai,4
WIFI DOWN SINCE MORNING!!! kya masla hai,3
"please check, net very slow since morning",5
STILL DNS NOT RESOLVING!!! kya ho raha hai,4
ROUTER PROBLEM AGAIN!!! yaar,4
facing connection not working kya ho raha hai,1
buffering issue since long time yaar,5
"please check, wifi down again bhai",1
"please check, buffering problem from last night",5
unstable connection pls fix since long time bhai,4
STILL UNSTABLE CONNECTION!!! bhai,4
disconnecting again and again not resolved yet bhai,4
wifi gone pls fix kya ho raha hai,4
NO CONNECTION NOT RESOLVED YET!!!,2
no connection not resolved yet bhai,1
disconnecting again and again pls fix yaar,4
still no connection kya masla hai,1
buffering trouble,5
"please check, no connection not resolved yet bhai",1
delay in response not resolved yet since long time yaar,4
"WIFI DOWN, WHAT IS THIS?!!!",2
DISCONNECTING AGAIN AND AGAIN AGAIN!!! bhai,4
"please check, internet gone not resolved yet kya ho raha hai",1
"KEEPS DROPPING, WHAT IS THIS?!!!",4
cannot access sites since long time,4
facing no connection since long time,2
"please check, keeps dropping pls fix bhai",4
wifi gone since morning since long time,4
FACING DELAY IN RESPONSE!!! bhai,4
having no connection continuously kya ho raha hai,1
"please check, still lag trouble kya ho raha hai",5
net too slow since long time yaar,5
WIFI DOWN SINCE MORNING!!!,3
"please check, lag issue again",5
INTERNET VERY SLOW AGAIN!!! bhai,5
internet not running from last night yaar,4
NET SLOW SINCE MORNING!!!,5
"please check, delay in response",4
internet not working from last night since long time bhai,2
keeps dropping pls fix yaar,4
speed is low since morning since long time kya ho raha hai,4
connection very slow since long time kya masla hai,5
"please check, having no connection continuously kya masla hai",1
"connection gone, what is this? kya ho raha hai",4
"please check, no connection, what is this? yaar",1
DISCONNECTING AGAIN AND AGAIN AGAIN!!! kya ho raha hai,4
wifi gone yaar,4
still internet not running since long time yaar,4
wifi down from last night yaar,1
keeps dropping not resolved yet since long time yaar,4
DELAY IN RESPONSE SINCE MORNING!!! kya masla hai,4
connection not working since morning kya masla hai,2
connection gone since morning,4
WIFI DOWN SINCE MORNING!!! kya ho raha hai,3
"please check, net very slow not resolved yet bhai",5
"net very slow, what is this? since long time bhai",5
internet gone since morning yaar,2
"please check, wifi gone from last night yaar",4
wifi down kya ho raha hai,1
keeps dropping not resolved yet since long time,4
"speed is low, what is this?",4
still router problem since long time yaar,4
net not working not resolved yet bhai,1
having packet loss happening continuously yaar,4
